gene_name,TC1-Tfh,TC2-Tfh,TC4-Tfh,TC1-Tn,TC2-Tn,TC4-Tn
Sh3bgrl,2603,2741,2648,539,461,541
Sh3bgrl2,186,183,176,22,16,17
Sh3bgrl3,2822,2550,2849,4834,3873,4372
Sh3bp1,2782,2782,2447,6650,6261,5831
Sh3bp2,816,564,751,317,262,315
Sh3bp4,21,37,33,13,13,18
Sh3bp5,622,478,546,1774,1555,1608
Sh3bp5l,508,450,567,505,435,483
Sh3d19,292,257,347,122,104,110
Sh3d21,19,28,26,5,11,8
Sh3d2c-ps1,0,0,0,0,0,0
Sh3gl1,1661,1512,1752,3295,2814,3273
Sh3gl3,574,420,642,8,4,9
Sh3glb1,2492,2121,2575,2024,1688,1993
Sh3glb2,2273,2220,2613,2012,1843,2097
Sh3kbp1,6466,6515,7162,8282,7171,8680
Sh3pxd2a,462,639,600,1760,1722,2013
Sh3pxd2b,6,27,9,6,13,14
Sh3rf1,1002,931,1254,180,162,159
Sh3rf2,144,106,177,1,0,0
Sh3rf3,2,0,4,0,0,0
Sh3tc1,192,177,245,26,27,36
Sh3tc2,0,1,0,0,0,0
Sh3yl1,1,3,6,10,6,7
Shank1,100,68,76,27,35,13
Shank2,1,6,0,0,0,0
Shank3,2,5,0,0,1,2
Sharpin,1572,1434,1664,1926,1595,1901
Shb,33,21,21,21,23,12
Shc1,1768,1503,1812,1953,1785,1961
Shc3,0,0,0,0,0,0
Shc4,14,5,20,2,10,5
Shcbp1,17,9,12,3,3,2
Shcbp1l,2,3,4,14,6,7
Shd,2,2,2,5,2,8
She,90,130,100,52,57,62
Shf,89,84,84,127,114,108
Shfm1,855,701,892,968,797,905
Shisa2,0,0,1,0,0,0
Shisa3,0,0,0,0,0,0
Shisa4,0,0,1,0,3,7
Shisa5,52633,47316,53586,54978,45781,54248
Shisa6,11,12,7,0,0,0
Shisa7,17,19,18,7,11,2
Shisa8,0,0,0,0,0,0
Shkbp1,1664,1502,1735,1181,1058,1181
Shmt1,67,91,84,72,110,102
Shmt2,934,809,942,1424,1261,1377
Shoc2,1647,1452,1635,1523,1297,1452
Shox2,0,0,0,0,0,0
Shpk,171,162,205,253,198,303
Shprh,1364,1265,1570,1416,1248,1584
Shq1,89,118,112,155,133,132
Shroom2,5,2,3,0,0,0
Shroom3,1,0,0,0,0,0
Shroom4,12,23,22,0,0,0
Shtn1,512,375,733,1,0,0
Siae,440,414,466,324,272,382
Siah1a,247,260,272,710,657,708
Siah1b,24,25,35,30,21,35
Siah2,395,299,263,284,295,259
Siah3,57,50,52,39,22,25
Sidt1,1366,1686,1353,3907,3448,3643
Sidt2,5499,4652,5119,8356,7033,7856
Sigirr,2831,2202,3165,1741,1526,1789
Siglec1,0,0,0,1,1,1
Siglec15,1,1,3,0,0,3
Siglece,1,4,0,3,1,1
Siglecf,0,0,0,0,0,0
Siglecg,1,0,3,0,0,0
Siglech,0,0,0,0,0,0
Sigmar1,286,251,283,455,396,452
Sik1,1612,1309,522,1401,1357,626
Sik2,1057,987,1247,933,865,991
Sik3,3512,3134,3666,2205,1964,2281
Sike1,1287,1120,1404,2231,1960,2231
Sil1,237,198,222,258,222,211
Sim1,0,0,0,0,0,0
Sim2,0,0,0,0,0,0
Simc1,525,487,511,699,562,664
Sin3a,2862,2554,2939,3256,2866,3316
Sin3b,2399,2141,2471,2702,2403,2685
Sipa1,7752,7328,7472,6977,6483,6854
Sipa1l1,2682,2520,2980,4438,4053,4652
Sipa1l2,469,359,440,656,552,671
Sipa1l3,893,992,974,1298,1173,1208
Sirpa,0,2,1,0,0,2
Sirpb1a,0,0,0,0,0,0
Sirpb1b,0,0,0,0,0,0
Sirpb1c,0,0,0,0,0,0
Sirt1,846,828,914,1204,1077,1168
Sirt2,1677,1441,1861,1370,1233,1358
Sirt3,128,112,141,86,82,97
Sirt4,150,130,187,107,123,139
Sirt5,188,165,216,147,138,144
Sirt6,582,512,635,529,462,593
Sirt7,3726,3394,3948,4063,3667,4265
Sit1,522,427,447,1274,1057,1270
Siva1,86,59,83,80,95,73
Six1,1,0,1,0,1,0
Six2,0,0,0,0,0,0
Six3,1,0,4,0,0,0
Six3os1,0,0,0,0,0,0
Six4,0,0,0,0,0,0
Six5,641,553,830,61,64,59
Ska1,1,2,2,0,1,0
Ska2,267,239,295,216,224,262
Ska2l-ps,0,0,0,0,0,0
Ska3,8,17,17,4,3,3
Skap1,4828,3881,4836,4810,3766,4634
Skap2,242,199,255,201,189,189
Ski,5492,5075,5883,6375,5487,6073
Skida1,11,12,16,3,0,1
Skil,3505,2964,3754,2665,2311,2849
Skint3,0,0,0,0,0,0
Skint8,0,0,0,0,0,0
Skiv2l,4049,3712,4464,4241,3996,4802
Skiv2l2,1443,1307,1617,1587,1382,1636
Skor1,0,0,0,1,1,0
Skp1a,1748,1609,1696,2135,1801,1857
Skp2,92,87,126,81,87,84
Sla,8919,6646,8663,3605,2736,3549
Sla2,979,847,717,1152,912,753
Slain1,1599,1473,1684,1458,1201,1407
Slain1os,0,0,0,0,0,0
Slain2,2466,2070,2431,2221,1827,2088
Slamf1,926,970,923,536,530,681
Slamf6,16893,15096,21647,5134,4299,5235
Slamf7,147,232,157,15,15,35
Slamf8,41,16,41,0,0,1
Slamf9,0,4,1,1,0,0
Slbp,865,771,902,661,579,646
Slc10a3,447,352,443,383,286,329
Slc10a4,0,0,0,0,0,0
Slc10a5,1,0,0,0,1,2
Slc10a7,498,427,469,463,414,472
Slc11a1,4,4,2,0,1,0
Slc11a2,1041,877,1158,915,778,880
Slc12a2,1179,905,1063,424,397,360
Slc12a3,1,0,3,3,3,8
Slc12a4,638,504,616,434,380,428
Slc12a5,25,52,41,0,0,9
Slc12a6,2768,2585,3335,2096,1884,2412
Slc12a7,2239,2375,2609,8407,7498,9098
Slc12a8,89,65,108,17,13,10
Slc12a9,611,665,661,607,613,640
Slc13a2,0,0,0,0,0,0
Slc13a3,1,0,0,0,0,0
Slc14a1,559,478,638,559,470,640
Slc14a2,0,0,0,0,0,0
Slc15a1,0,2,1,13,21,19
Slc15a2,824,4369,2235,507,2455,1253
Slc15a3,118,138,135,1,3,6
Slc15a4,368,333,424,385,366,374
Slc16a1,347,309,360,429,370,417
Slc16a10,625,355,632,275,291,314
Slc16a11,1,1,0,0,0,0
Slc16a12,0,0,1,0,0,0
Slc16a13,61,46,79,102,64,74
Slc16a14,0,0,0,0,0,0
Slc16a2,6,7,11,4,3,5
Slc16a3,353,155,224,30,14,19
Slc16a4,1,3,1,6,4,4
Slc16a5,39,82,65,1153,994,1220
Slc16a6,348,444,364,372,361,576
Slc16a7,4,7,2,5,2,8
Slc16a9,0,0,0,0,0,0
Slc17a4,0,0,0,0,0,0
Slc17a5,350,302,402,186,178,192
Slc17a6,1,0,1,0,0,0
Slc17a7,1,1,2,0,2,1
Slc17a8,1,3,1,1,4,4
Slc17a9,637,598,561,2147,2154,2055
Slc18a1,3,0,1,1,0,0
Slc18a2,1,0,0,0,0,0
Slc18a3,0,0,0,0,0,0
Slc18b1,0,0,0,0,0,0
Slc19a1,411,430,495,485,446,497
Slc19a2,113,115,94,158,121,120
Slc19a3,3,0,2,0,0,0
Slc1a1,0,0,1,0,1,0
Slc1a2,0,0,0,0,0,0
Slc1a3,0,0,0,0,0,0
Slc1a4,1080,525,1190,45,35,38
Slc1a5,2465,2137,2433,1171,1062,1029
Slc1a6,1,1,0,1,0,0
Slc1a7,0,0,0,0,0,0
Slc20a1,2703,2968,2742,5967,6108,6276
Slc20a2,178,155,175,161,145,159
Slc22a1,0,0,1,0,0,1
Slc22a13,0,0,1,0,0,1
Slc22a13b-ps,9,4,12,13,12,18
Slc22a14,0,0,1,0,0,0
Slc22a15,2390,1726,2417,39,46,52
Slc22a16,1,0,0,0,0,0
Slc22a17,249,288,342,80,97,89
Slc22a18,0,0,3,0,0,0
Slc22a2,19,25,12,2,2,7
Slc22a21,4,0,2,2,4,1
Slc22a23,2,0,1,1,0,2
Slc22a29,0,0,0,0,0,0
Slc22a3,5,1,0,0,0,0
Slc22a30,1,0,0,0,0,0
Slc22a4,0,1,0,0,1,0
Slc22a5,361,352,412,451,374,368
Slc22a7,5,1,1,0,0,0
Slc23a1,0,0,0,0,0,0
Slc23a2,1245,1304,1419,1664,1583,1720
Slc23a3,4,11,7,30,24,31
Slc24a1,0,0,0,0,0,0
Slc24a3,793,67,833,3,4,3
Slc24a4,2,6,5,0,0,0
Slc24a5,0,0,0,0,0,0
Slc25a1,565,411,530,400,305,331
Slc25a10,251,167,257,204,140,177
Slc25a11,1551,1294,1764,1289,1016,1293
Slc25a12,1159,1043,1315,1691,1388,1531
Slc25a13,149,181,186,34,19,36
Slc25a14,103,97,115,78,67,79
Slc25a15,89,62,86,157,147,147
Slc25a16,310,287,305,353,293,338
Slc25a17,773,673,852,776,663,722
Slc25a18,0,0,0,0,0,0
Slc25a19,1012,846,1103,818,757,908
Slc25a2,5,3,6,4,5,4
Slc25a20,419,344,441,338,294,340
Slc25a21,0,0,0,0,0,0
Slc25a22,1003,929,1088,1484,1377,1410
Slc25a23,379,362,405,1843,1499,1836
Slc25a24,996,928,1134,334,289,306
Slc25a25,498,417,447,685,670,682
Slc25a26,81,67,111,82,90,115
Slc25a27,388,317,434,454,437,532
Slc25a28,579,547,626,628,548,619
Slc25a29,61,79,62,165,110,134
Slc25a3,6395,5580,5888,7766,6874,6744
Slc25a30,362,302,361,593,539,563
Slc25a31,4,1,0,0,0,0
Slc25a32,434,419,478,525,516,577
Slc25a33,69,56,92,59,58,41
Slc25a34,12,2,5,0,0,1
Slc25a35,108,93,117,256,210,253
Slc25a36,2156,1882,2498,1685,1422,1743
Slc25a37,1195,1134,1204,1877,1810,1845
Slc25a38,532,422,451,562,571,533
Slc25a39,930,613,763,536,454,520
Slc25a4,1321,1032,1328,970,815,841
Slc25a40,456,476,464,556,478,618
Slc25a41,0,0,0,2,0,5
Slc25a42,1399,1379,1648,423,351,394
Slc25a43,11,9,10,4,2,5
Slc25a44,736,624,706,938,734,902
Slc25a45,1198,1047,1268,1267,1026,1177
Slc25a46,942,921,962,1054,844,996
Slc25a47,13,10,15,19,17,8
Slc25a5,2404,2132,2426,3381,2949,3279
Slc25a5-ps,0,0,0,1,0,0
Slc25a51,1368,1102,1443,1450,1302,1485
Slc25a53,254,230,264,68,71,85
Slc26a1,1,0,1,0,0,0
Slc26a10,9,4,10,1,0,0
Slc26a11,2994,2448,2954,922,883,935
Slc26a2,3328,2977,3819,1148,1076,1258
Slc26a3,0,0,0,0,0,0
Slc26a4,0,0,0,0,0,0
Slc26a5,0,0,0,0,0,0
Slc26a6,185,209,209,326,348,382
Slc26a7,0,0,0,0,0,0
Slc26a8,9,8,8,18,20,19
Slc26a9,0,0,0,0,0,0
Slc27a1,326,302,315,152,136,139
Slc27a2,0,0,0,0,0,0
Slc27a3,30,41,63,42,38,56
Slc27a4,541,455,563,633,503,564
Slc27a5,17,16,15,14,10,21
Slc27a6,21,18,16,3,5,9
Slc28a1,1,0,0,4,5,1
Slc28a2,3534,1428,1692,4249,1619,1603
Slc29a1,2276,2413,2748,691,707,640
Slc29a2,32,40,43,86,99,67
Slc29a3,681,691,749,737,720,817
Slc29a4,18,25,28,0,1,1
Slc2a1,841,624,789,849,733,682
Slc2a10,0,0,0,0,0,0
Slc2a12,0,0,0,0,0,0
Slc2a13,1,6,5,0,0,0
Slc2a2,3,2,8,1,0,1
Slc2a3,1023,1095,900,1688,1451,1419
Slc2a4,0,0,0,0,0,0
Slc2a4rg-ps,2788,3073,3537,4001,3945,5089
Slc2a5,0,0,0,0,0,0
Slc2a6,274,128,275,1,2,3
Slc2a8,206,191,245,114,96,98
Slc2a9,278,245,296,284,200,266
Slc30a1,504,465,559,726,650,744
Slc30a10,0,0,0,0,0,0
Slc30a2,7,22,12,0,0,0
Slc30a3,18,28,30,1,2,3
Slc30a4,216,122,186,454,233,249
Slc30a5,921,738,878,1263,1050,1207
Slc30a6,221,216,282,247,227,261
Slc30a7,1493,1343,1484,1914,1881,2211
Slc30a8,0,0,0,0,0,0
Slc30a9,1244,1101,1368,1393,1268,1375
Slc31a1,166,145,157,261,247,266
Slc31a2,127,120,138,148,125,154
Slc32a1,1,0,0,0,0,0
Slc33a1,485,418,512,303,283,364
Slc34a1,0,0,0,0,0,0
Slc34a3,0,0,0,0,0,0
Slc35a1,483,418,463,338,325,361
Slc35a2,424,444,469,376,323,430
Slc35a3,984,889,1111,810,650,734
Slc35a4,1254,1076,1346,1455,1289,1519
Slc35a5,543,519,633,662,553,712
Slc35b1,693,542,657,577,547,583
Slc35b2,543,504,559,416,333,373
Slc35b3,978,843,992,1219,1188,1199
Slc35b4,1243,1078,1276,1125,994,1115
Slc35c1,1162,1020,1143,1971,1608,1894
Slc35c2,905,786,864,895,768,808
Slc35d1,336,337,347,392,412,377
Slc35d2,318,346,373,375,302,318
Slc35d3,18,13,9,0,2,0
Slc35e1,1594,1284,1531,1882,1486,1671
Slc35e2,739,743,731,1045,1031,1047
Slc35e3,107,125,97,123,121,139
Slc35e4,157,121,158,16,7,15
Slc35f1,0,0,1,0,0,0
Slc35f2,167,153,142,194,199,183
Slc35f3,0,0,0,0,0,0
Slc35f5,74,45,84,1,3,2
Slc35f6,482,423,541,520,472,474
Slc35g1,217,198,226,352,307,388
Slc35g2,0,0,0,0,0,0
Slc35g3,0,0,0,0,1,1
Slc36a1,1197,1212,1315,1637,1463,1673
Slc36a1os,0,0,2,0,0,0
Slc36a3,5,3,2,6,3,4
Slc36a3os,11,16,12,9,7,11
Slc36a4,694,614,751,306,240,250
Slc37a1,876,831,848,1416,1315,1424
Slc37a2,1335,668,1341,96,92,123
Slc37a3,945,868,1054,836,813,963
Slc37a4,388,299,405,318,270,347
Slc38a1,5355,4158,5399,3493,3044,3422
Slc38a10,2854,2634,3068,2210,2012,2276
Slc38a11,4,1,1,0,0,0
Slc38a2,2875,2647,2633,5760,5246,5054
Slc38a5,0,0,0,0,0,0
Slc38a6,336,253,378,177,148,189
Slc38a7,532,477,588,415,370,465
Slc38a8,3,0,0,0,0,1
Slc38a9,773,747,741,937,834,998
Slc39a1,586,478,580,481,398,499
Slc39a1-ps,0,0,0,0,1,0
Slc39a10,627,602,716,730,658,886
Slc39a11,403,320,420,410,290,312
Slc39a12,0,0,0,0,0,0
Slc39a13,913,782,911,452,386,394
Slc39a14,446,428,485,651,596,540
Slc39a2,31,26,41,27,58,49
Slc39a3,508,495,567,770,669,772
Slc39a4,798,695,984,64,45,56
Slc39a5,1,2,0,0,0,0
Slc39a6,1014,799,901,546,466,471
Slc39a7,104,97,90,137,137,146
Slc39a8,54,64,55,122,99,90
Slc39a9,1412,1266,1423,1315,1104,1347
Slc3a1,16,23,31,46,54,58
Slc3a2,2131,1836,1877,2028,1700,1769
Slc40a1,1,0,0,0,1,0
Slc41a1,4481,3110,3980,1304,1088,1271
Slc41a2,2,2,0,0,0,0
Slc41a3,225,219,219,257,212,230
Slc43a1,88,87,138,1,3,3
Slc43a2,2130,1613,2036,1341,1048,1327
Slc43a3,136,129,159,33,33,55
Slc44a1,558,495,641,516,471,502
Slc44a2,6518,6076,6480,12455,11189,12387
Slc44a5,0,2,0,0,0,0
Slc45a1,1,0,0,0,0,0
Slc45a3,0,0,3,2,1,0
Slc45a4,1063,1038,1127,447,384,366
Slc46a1,28,40,30,10,13,9
Slc46a3,248,251,268,233,181,226
Slc47a2,0,0,1,0,1,5
Slc48a1,817,627,782,634,520,639
Slc4a1,0,0,0,0,0,0
Slc4a10,0,0,0,0,0,0
Slc4a11,6,2,1,3,1,8
Slc4a1ap,656,640,810,888,776,983
Slc4a2,1827,1698,1844,1963,1799,1852
Slc4a3,5,3,14,0,0,0
Slc4a4,0,0,0,11,8,10
Slc4a5,44,38,56,4,3,3
Slc4a7,2484,2147,2672,974,841,953
Slc4a8,1063,943,1084,306,275,283
Slc50a1,1613,1442,1583,2007,1732,1999
Slc52a2,628,513,681,460,351,464
Slc52a3,82,97,86,54,48,49
Slc5a1,0,0,0,0,0,0
Slc5a10,0,0,0,0,0,0
Slc5a11,2,5,1,2,5,2
Slc5a2,0,0,2,0,1,0
Slc5a3,1581,1530,1779,574,696,626
Slc5a4b,0,0,0,0,0,0
Slc5a5,0,0,0,1,0,0
Slc5a6,164,156,175,276,225,308
Slc5a7,2,2,0,0,0,0
Slc5a8,0,0,1,0,0,0
Slc5a9,0,1,2,0,0,0
Slc6a1,0,0,0,0,0,0
Slc6a12,0,1,0,0,0,0
Slc6a13,0,3,0,0,0,0
Slc6a16,69,50,62,46,38,20
Slc6a17,0,0,0,0,0,0
Slc6a19,0,0,0,4,3,9
Slc6a19os,0,0,0,0,1,3
Slc6a20a,1,0,0,0,0,0
Slc6a3,0,0,0,0,0,0
Slc6a4,0,0,0,0,0,0
Slc6a5,0,0,0,1,0,1
Slc6a6,2379,2234,2322,3364,3218,3505
Slc6a7,0,0,0,0,0,0
Slc6a8,156,118,143,5,6,5
Slc6a9,7,7,4,12,13,3
Slc7a1,1589,1218,1614,1988,1726,1862
Slc7a10,577,641,594,3,1,3
Slc7a11,0,1,0,0,1,0
Slc7a2,0,0,0,0,0,0
Slc7a3,16,12,14,24,20,18
Slc7a4,53,54,55,18,20,23
Slc7a5,386,341,330,1021,826,840
Slc7a6,1370,1281,1488,1208,1091,1213
Slc7a6os,717,686,805,973,883,905
Slc7a7,30,31,40,8,9,10
Slc7a8,3,6,2,2,3,2
Slc7a9,0,1,1,0,0,0
Slc8a1,0,0,0,0,0,0
Slc8a2,0,1,1,0,0,3
Slc8b1,258,239,302,230,200,177
Slc9a1,2005,1997,2178,1944,1799,2027
Slc9a2,0,0,0,0,0,0
Slc9a3r1,3362,3307,3312,4372,3788,3953
Slc9a3r2,4,3,3,1,0,0
Slc9a4,0,0,0,0,0,0
Slc9a5,42,55,39,20,19,18
Slc9a6,640,572,667,692,619,702
Slc9a7,558,541,641,59,49,45
Slc9a8,2144,1885,2481,1965,1790,2340
Slc9a9,2853,2329,3159,695,602,782
Slc9b1,3,1,3,0,0,2
Slc9b2,405,387,565,11,18,13
Slco1a5,0,0,0,0,0,0
Slco1a6,1,0,0,0,0,0
Slco2a1,59,34,76,0,0,3
Slco2b1,0,0,0,0,0,0
Slco3a1,1341,1249,1548,885,872,1080
Slco4a1,70,67,88,40,40,39
Slco4c1,0,1,0,0,0,1
Slco5a1,9,9,10,0,0,0
Slfn1,2487,1934,2371,6271,4183,5702
Slfn10-ps,672,583,703,364,296,375
Slfn14,0,0,0,1,0,0
Slfn2,7473,5920,8368,8427,6292,7725
Slfn3,121,85,83,156,123,155
Slfn4,8,8,12,15,11,11
Slfn5,2191,1915,2171,3019,2152,2879
Slfn5os,0,0,0,2,0,6
Slfn8,1858,1786,2146,3045,2576,3303
Slfn9,400,488,493,140,113,164
Slfnl1,2,1,1,3,2,3
Slirp,198,157,204,182,165,194
Slit1,0,0,1,0,0,0
Slit2,2,1,1,0,0,0
Slit3,4,3,7,0,0,0
Slitrk3,0,0,0,0,0,0
Slitrk5,2,0,1,0,0,1
Slk,2909,2777,3196,2820,2686,2905
Slmap,1757,1517,1783,1571,1397,1561
Slmapos2,0,0,1,0,0,0
Slmo1,7,6,5,0,0,0
Slmo2,753,649,733,600,514,547
Sln,2,0,2,0,0,0
Slpi,1,1,0,60,49,51
Sltm,3052,2946,3220,3376,3371,3488
Slu7,1653,1371,1608,1784,1459,1770
Slx1b,166,170,220,199,184,235
Slx4,1263,1134,1190,1580,1485,1576
Slx4ip,252,262,314,200,186,246
Smad1,429,367,453,597,536,540
Smad2,798,757,847,1114,921,1102
Smad3,1945,1970,2078,2196,1902,1869
Smad4,2270,2116,2402,2806,2424,2773
Smad5,1586,1197,1755,2006,1682,2210
Smad6,0,0,0,1,0,2
Smad7,1195,1118,1048,4715,3945,4159
Smad9,1,0,0,1,0,0
Smagp,1,1,2,12,12,17
Smap1,2899,2621,3062,1173,1068,1125
Smap2,3366,2962,3322,4468,3630,4262
Smarca1,0,0,0,0,0,0
Smarca2,2647,2561,2728,4553,4080,4470
Smarca4,3972,3683,4289,4359,3724,4470
Smarca5,2274,2125,2322,2138,1846,2151
Smarca5-ps,8,8,11,4,4,9
Smarcad1,797,716,802,690,568,732
Smarcal1,756,777,921,650,601,748
Smarcb1,1913,1764,2012,1311,1357,1471
Smarcc1,2004,1896,2014,1799,1523,1816
Smarcc2,4269,3887,4553,4542,3965,4457
Smarcd1,1191,1135,1241,1330,1171,1262
Smarcd2,2660,2417,2708,3464,2959,3326
Smarcd3,37,51,37,1,1,4
Smarce1,1037,969,1095,1195,1055,1202
Smarce1-ps1,8,14,14,16,14,17
Smc1a,3548,3240,4017,4566,4022,4526
Smc1b,0,0,0,0,0,0
Smc2,696,642,667,700,555,607
Smc2os,0,0,1,0,1,0
Smc3,2209,2049,2337,2849,2533,2924
Smc4,10267,10358,10533,10673,9528,12087
Smc5,1510,1385,1475,1464,1363,1635
Smc6,1937,2112,1960,4725,3894,4447
Smchd1,2674,2365,2751,5406,4574,5641
Smco1,0,0,0,0,0,0
Smco3,1,0,1,9,4,4
Smco4,1313,949,1211,148,121,128
Smcr8,2464,2252,2769,2396,2259,2773
Smdt1,484,415,486,526,485,496
Smek1,3344,3069,3492,3736,3389,3660
Smek2,3604,3477,3801,3508,3113,3626
Smg1,11049,10665,12047,19875,19344,22628
Smg5,3022,2847,3237,4093,3847,4171
Smg6,2457,2018,2539,1806,1566,1840
Smg7,3407,3321,3537,4365,4180,4316
Smg8,563,504,584,659,524,617
Smg9,689,593,674,1250,1112,1307
Smim1,11,20,13,1,1,1
Smim10l1,591,616,682,594,507,616
Smim10l2a,170,152,217,3,6,3
Smim11,328,299,390,290,236,298
Smim12,257,228,252,351,276,329
Smim13,267,244,248,328,277,326
Smim14,887,733,972,917,802,899
Smim15,697,652,720,1127,895,1046
Smim17,1,3,4,0,1,1
Smim19,472,398,511,454,344,446
Smim20,362,313,407,315,220,318
Smim24,151,76,124,31,30,32
Smim3,87,87,141,1,0,4
Smim4,57,42,72,152,105,129
Smim5,1,0,0,0,0,0
Smim6,0,0,0,0,0,0
Smim7,440,389,489,497,463,478
Smim8,149,136,167,198,153,206
Smkr-ps,1,0,0,3,0,1
Smn1,369,348,375,429,399,400
Smndc1,1198,1061,1197,1397,1199,1277
Smo,2,7,5,32,36,39
Smoc1,7,24,13,10,24,29
Smoc2,11,5,13,0,0,0
Smox,694,524,718,147,128,156
Smpd1,426,341,425,500,416,457
Smpd2,474,401,495,513,487,525
Smpd3,0,1,0,1,0,0
Smpd4,930,888,1008,855,736,908
Smpd5,221,178,196,404,336,445
Smpdl3a,5562,4875,6320,1572,1182,1479
Smpdl3b,111,86,141,2,1,1
Sms,634,689,619,756,695,649
Smt3h1-ps,0,0,0,0,0,0
Smt3h2-ps,117,127,137,158,0,135
Smt3h2-ps4,0,0,0,0,0,1
Smtn,1085,1232,1457,8,7,7
Smtnl2,0,0,0,0,0,0
Smu1,1546,1323,1517,1854,1370,1644
Smug1,271,241,306,384,306,361
Smurf1,1120,853,1053,2068,1810,1804
Smurf2,1932,2151,2191,2497,2145,2325
Smyd1,1,0,0,1,1,1
Smyd2,238,264,262,247,255,258
Smyd3,434,342,414,456,379,487
Smyd4,437,292,430,361,296,373
Smyd5,788,709,792,675,610,618
Snai1,4,1,4,4,3,0
Snai2,7,11,10,0,0,0
Snai3,3,12,7,20,31,30
Snap23,522,464,577,597,521,568
Snap25,1,2,2,0,0,0
Snap29,653,587,723,824,689,766
Snap47,589,421,610,458,368,458
Snap91,0,2,0,0,0,0
Snapc1,288,227,272,246,254,272
Snapc2,315,261,292,266,234,251
Snapc3,488,492,577,608,524,644
Snapc4,1630,1565,1727,2029,1960,2115
Snapc5,302,296,347,353,273,364
Snapin,915,734,917,727,536,680
Snca,0,0,0,0,0,0
Sncaip,0,0,0,0,0,0
Sncb,11,7,10,0,0,1
Sncg,9,0,5,0,0,0
Snd1,1929,1671,2054,1995,1676,2041
Sned1,0,0,4,0,0,0
Snf8,720,586,806,609,573,682
Snhg12,418,420,392,913,852,846
Snhg14,18,38,24,28,25,24
Snhg17,878,756,951,1217,1200,1265
Snhg18,0,0,0,0,0,0
Snhg20,170,158,203,232,163,193
Snhg3,73,50,68,151,115,138
Snhg4,60,55,55,102,108,73
Snhg5,468,443,457,792,709,625
Snhg6,178,178,174,432,388,324
Snhg7,0,0,0,0,0,0
Snhg7os,0,0,0,0,0,0
Snhg8,387,359,315,673,610,514
Snhg9,4,9,5,11,7,8
Snip1,665,582,706,658,651,740
Snn,814,491,744,423,365,411
Snora17,1,1,2,7,4,3
Snora19,1,0,0,0,0,0
Snora20,6,2,8,5,3,6
Snora21,6,7,9,13,11,6
Snora23,7,9,12,20,16,12
Snora26,3,2,3,3,4,6
Snora28,69,56,77,75,98,78
Snora2b,8,8,4,1,8,6
Snora30,4,7,7,4,4,1
Snora31,132,149,96,179,184,121
Snora33,22,29,27,41,31,51
Snora34,0,0,0,3,1,3
Snora41,22,17,25,41,36,35
Snora47,0,0,1,0,0,0
Snora57,13,12,12,20,25,19
Snora5c,0,1,4,1,3,4
Snora62,8,14,10,19,17,12
Snora68,37,39,39,75,82,64
Snora69,4,5,2,12,28,9
Snora73a,0,2,1,3,2,1
Snora73b,14,14,12,36,19,11
Snora78,15,4,12,20,22,23
Snora7a,18,12,14,24,35,40
Snord100,55,62,46,99,89,91
Snord104,49,35,24,88,92,78
Snord11,1,2,0,2,0,1
Snord110,0,5,0,11,8,5
Snord111,1,0,0,0,1,0
Snord118,3,2,1,4,3,7
Snord13,14,12,4,19,9,14
Snord14a,50,38,31,84,71,65
Snord15a,1,4,1,4,2,2
Snord16a,17,16,12,20,26,14
Snord17,7,5,8,10,11,9
Snord19,10,11,11,8,21,16
Snord22,83,71,66,185,192,136
Snord23,5,5,5,3,5,3
Snord35a,12,10,16,20,24,39
Snord35b,6,2,6,5,10,11
Snord37,20,18,16,36,33,30
Snord42a,5,7,6,8,8,13
Snord42b,0,1,1,4,5,2
Snord49a,37,40,24,52,57,30
Snord49b,14,20,11,11,16,9
Snord4a,12,5,5,14,11,12
Snord53,16,16,19,28,33,31
Snord55,6,9,3,12,14,12
Snord58b,16,21,11,27,30,21
Snord59a,9,12,14,6,14,13
Snord61,1,2,1,1,3,0
Snord65,20,15,8,26,22,17
Snord66,7,4,4,11,7,5
Snord69,21,14,13,33,24,17
Snord7,8,11,11,8,7,8
Snord70,0,2,0,2,0,1
Snord71,10,9,11,13,15,14
Snord72,19,21,33,36,43,48
Snord73a,13,16,13,29,32,18
Snord8,6,4,3,7,12,8
Snord82,2,0,1,2,2,2
Snord83b,41,38,16,84,86,40
Snord85,0,0,0,1,1,1
Snord87,16,19,12,32,33,27
Snord88c,1,4,8,6,4,1
Snord89,20,18,13,9,5,7
Snord90,0,0,0,0,0,0
Snord91a,3,3,6,16,10,15
Snord92,0,0,0,0,0,0
Snord93,0,0,2,3,3,0
Snord98,7,9,1,8,7,7
Snph,12,4,4,0,0,0
Snrk,2189,1977,2378,2023,1815,2132
Snrnp200,5584,4879,5861,6675,5890,7008
Snrnp25,156,150,179,140,141,141
Snrnp27,366,320,375,340,280,337
Snrnp35,79,46,69,71,70,85
Snrnp40,963,845,973,1042,911,1022
Snrnp48,781,830,857,1014,989,1031
Snrnp70,5131,4568,4707,6466,6404,6851
Snrp1c-ps2,0,0,0,0,0,0
Snrpa,589,493,711,642,483,619
Snrpa1,600,542,643,709,663,742
Snrpb,2409,2013,2357,2740,2228,2354
Snrpb2,683,685,762,832,630,755
Snrpc,446,399,448,519,479,498
Snrpd1,353,292,314,444,416,394
Snrpd2,501,412,531,555,492,501
Snrpd3,584,553,567,1468,1237,1315
